time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
37:40.6,2.5,offshore Northern California,reviewed,0,96,nc,23.0,0.2279,0.08,256.0,md,-124.6091667,40.3816667,26.877
53:24.8,2.41,Central California,reviewed,0,89,nc,30.0,0.0991,0.04,133.0,md,-118.8441667,37.4733333,4.936
49:48.3,4.5,Central California,reviewed,0,312,nc,73.0,0.08108,0.07,97.0,ml,-120.8793333,36.7773333,4.465
18:35.6,2.19,Central California,automatic,0,74,nc,9.0,0.05856,0.02,165.0,md,-121.084,35.6675,4.28
53:50.2,2.83,Northern California,reviewed,0,123,nc,25.0,0.555,0.15,267.0,md,-120.3956667,39.5373333,14.785
49:33.8,2.73,"2km SSW of Rosemead, CA",reviewed,0,115,ci,0.0,,0.085,71.6,ml,-118.081,34.065,13.14
42:24.0,2.12,"Long Valley area, California",reviewed,0,69,nc,33.0,0.02342,0.03,74.0,md,-118.867,37.632,6.062
20:33.4,2.53,"18km SSE of Joshua Tree, California",reviewed,0,98,ci,0.0,,0.167,65.8,mc,-116.268,33.975,4.519
42:07.1,2.04,"1km SSW of Piru, California",reviewed,0,64,ci,0.0,,0.252,60.1,mc,-118.799,34.408,8.644
42:18.9,2.35,offshore Northern California,reviewed,0,85,nc,8.0,0.5937,0.03,307.0,md,-124.9095,40.788,2.336
43:47.3,3.17,offshore Oregon,reviewed,0,156,uw,14.0,0.3845,0.22,247.0,ml,-124.4386667,44.3613333,29.19
20:42.7,2.32,"San Francisco Bay area, California",reviewed,0,83,nc,23.0,0.08288,0.12,87.0,md,-121.7725,37.8385,12.709
52:13.4,2.59,"6km SW of Malibu, California",reviewed,0,103,ci,0.0,,0.269,70.7,ml,-118.861,33.975,15.254
46:23.4,2.09,"29km NE of Ensenada, B.C., MX",reviewed,0,67,ci,9.0,0.6397,0.1,281.1,ml,-116.4311667,32.072,6.296
35:57.2,2.11,Central California,reviewed,0,68,nc,5.0,0.09009,0.12,249.0,md,-118.5286667,37.4185,54.384
39:31.8,2.21,"9km SE of Big Bear City, California",reviewed,0,75,ci,0.0,,0.147,42.5,mc,-116.77,34.212,8.643
34:17.9,3.1,Nevada,reviewed,0,148,nn,24.0,0.055,0.1094,20.62,ml,-118.4925,38.5786,9.2
29:31.3,2.12,"10km SW of Lake Hughes, CA",reviewed,0,69,ci,56.0,0.09356,0.2,40.0,ml,-118.5073333,34.6063333,11.22
13:47.6,2.51,Central California,reviewed,0,97,nc,30.0,0.04234,0.09,88.0,md,-121.0476667,36.546,7.804
32:21.8,2.3,Northern California,reviewed,0,81,nc,44.0,0.2739,0.12,94.0,md,-119.7561667,38.6465,-1.031
15:00.3,2.6,"27km E of Coso Junction, California",reviewed,0,104,ci,29.0,0.1001,0.32,154.0,mh,-117.6531667,36.0648333,-1.143
02:35.6,3.1,"San Francisco Bay area, California",reviewed,0,148,nc,92.0,0.02703,0.05,18.0,ml,-121.7765,37.4313333,8.067
26:30.0,2.47,"17km WSW of Delta, B.C., MX",reviewed,0,94,ci,21.0,0.1361,0.21,116.0,ml,-115.3585,32.2908333,1.85
00:55.7,2.3,Utah,reviewed,0,81,uu,5.0,0.2502,0.06,113.0,md,-111.2185,39.2908333,6.17
48:27.5,2.03,Central California,reviewed,0,63,nc,24.0,0.04414,0.04,69.0,md,-121.2391667,36.632,4.925
03:06.8,3.1,"71km E of Maneadero, B.C., MX",reviewed,0,148,ci,10.0,0.8469,0.33,267.0,ml,-115.8241667,31.802,5.883
22:44.8,3.17,"30km WSW of Tecopa, CA",reviewed,0,155,ci,0.0,,0.403,209.0,ml,-116.527,35.722,5.28
48:21.3,2.18,Northern California,reviewed,0,73,nc,15.0,0.04685,0.1,101.0,md,-123.5591667,39.9553333,1.835
58:52.9,2.5,"Mount St. Helens area, Washington",reviewed,0,96,uw,9.0,,0.03,96.0,md,-122.1875,46.1975,-1.173
29:14.1,2.21,Central California,reviewed,0,75,nc,47.0,0.03694,0.6,140.0,md,-120.301,36.2343333,8.765
16:29.3,3.0,Northern California,reviewed,0,138,nc,11.0,0.1793,0.24,118.0,ml,-122.3146667,40.7415,-0.862
05:32.9,2.24,"6km NW of Boron, CA",reviewed,0,77,ci,0.0,,0.148,84.3,mc,-117.687,35.038,-0.879
32:51.5,2.02,"42km SW of Ferndale, California",reviewed,0,63,nc,15.0,0.2577,0.14,267.0,md,-124.6208333,40.3091667,18.57
38:55.7,2.5,"Seattle-Tacoma urban area, Washington",reviewed,0,96,uw,15.0,0.1255,0.11,96.0,md,-122.0191667,47.8541667,24.139
43:04.7,2.86,"10km NE of Inyokern, CA",reviewed,0,126,ci,0.0,,0.185,73.5,ml,-117.734,35.71,3.436
15:14.5,2.47,"19km N of Ridgecrest, CA",reviewed,0,94,ci,0.0,0.08471,0.202,95.5,mh,-117.696,35.788,2.91
48:54.1,4.6,Central California,reviewed,0,326,nc,11.0,0.06216,0.06,168.0,ml,-118.8798333,37.5465,2.691
25:33.1,2.69,"47km WSW of Carlsbad, CA",reviewed,0,111,ci,0.0,,0.426,268.2,mc,-117.816,32.996,5.686
23:30.2,2.05,"10km S of Salton City, CA",reviewed,0,65,ci,0.0,,0.132,72.9,mc,-115.96,33.207,4.885
26:13.2,2.8,Washington,reviewed,0,121,uw,52.0,0.1085,0.22,66.0,md,-122.8043333,46.753,0.112
20:27.3,4.1,off the coast of Oregon,reviewed,0,259,us,15.0,,1.48,203.6,mb,-129.528,44.362,10.0
46:54.2,2.06,Utah,reviewed,0,65,uu,11.0,0.2382,0.12,82.0,md,-112.0205,38.7325,2.38
55:20.2,2.04,"14km SSE of East Carbon City, Utah",reviewed,0,64,uu,9.0,0.01265,0.13,154.0,ml,-110.3271667,39.4366667,-3.24
32:18.0,2.01,Central California,reviewed,0,62,nc,22.0,0.08108,0.07,105.0,md,-119.1063333,38.2815,1.087
21:08.5,2.31,Northern California,reviewed,0,82,nc,33.0,0.09099,0.08,43.0,md,-123.117,39.4885,2.309
16:10.0,2.55,Northern California,reviewed,0,100,nc,15.0,0.7234,0.06,250.0,md,-119.73,38.7293333,-0.65
58:55.6,2.57,"22km NW of Ludlow, California",reviewed,0,102,ci,0.0,0.02146,0.191,133.8,ml,-116.347,34.85,0.391
02:02.7,2.6,"Long Valley area, California",reviewed,0,104,nc,13.0,0.01532,0.05,106.0,md,-118.9236667,37.6495,3.926
40:14.0,2.39,"8km NNE of Guadalupe Victoria, B.C., MX",reviewed,0,88,ci,0.0,0.3853,0.383,227.0,mc,-115.062,32.353,5.98
51:41.6,2.04,"13km SW of Mojave, CA",reviewed,0,64,ci,0.0,,0.247,90.8,mc,-118.28,34.97,-0.941
36:35.2,2.76,Central California,reviewed,0,117,nc,75.0,0.03153,0.08,39.0,md,-120.3313333,35.7776667,8.284
01:56.2,2.21,"5km NNW of Boron, California",reviewed,0,75,ci,12.0,0.08589,0.18,47.1,mc,-117.6745,35.0375,-0.796
33:54.2,2.81,offshore Northern California,reviewed,0,121,nc,17.0,0.08559,0.08,227.0,md,-124.3865,40.3986667,10.099
08:48.1,2.19,"22km ENE of Shingletown, California",reviewed,0,74,nc,17.0,0.04324,0.13,59.0,md,-121.6328333,40.5315,5.46
04:57.3,4.4,southern Idaho,reviewed,0,298,us,,,0.9,,ml,-111.14,42.729,5.0
40:19.7,2.49,"4km ESE of Big Bear Lake, California",reviewed,0,95,ci,0.0,,0.169,43.7,mc,-116.872,34.227,1.095
17:44.1,2.67,"9km NNE of Cabazon, CA",reviewed,0,110,ci,40.0,,0.2,41.0,ml,-116.7615,33.997,10.92
14:00.8,3.98,"24km N of Santa Barbara Is., CA",reviewed,0,624,ci,23.0,,0.15,81.0,ml,-119.058,33.6918333,16.181
25:26.6,2.53,"6km NE of Pacoima, CA",reviewed,0,98,ci,7.0,,0.57,178.0,ml,-118.3941667,34.3225,8.01
23:56.8,2.35,Central California,reviewed,0,85,nc,7.0,0.2495,0.24,133.0,md,-120.0476667,36.6438333,11.548
14:51.7,2.1,"Mount Rainier area, Washington",reviewed,0,68,uw,36.0,,0.24,43.0,md,-121.7603333,46.8593333,0.841
04:00.1,2.34,"11km NNW of Big Bear City, California",reviewed,0,84,ci,0.0,,0.221,33.0,mc,-116.896,34.35,2.374
58:18.8,3.1,"San Juan Islands region, Washington",reviewed,0,148,uw,8.0,0.1181,0.32,190.0,md,-122.9791667,48.612,13.039
05:36.2,2.1,"Mount St. Helens area, Washington",reviewed,0,68,uw,9.0,,0.01,98.0,md,-122.1893333,46.1978333,-1.191
52:24.6,3.07,"Long Valley area, California",reviewed,0,145,nc,13.0,0.04595,0.04,107.0,md,-118.8995,37.6253333,2.923
11:48.9,2.38,"34km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,87,ci,7.0,0.5891,0.37,242.0,mh,-115.4941667,32.0923333,6.0
18:25.2,2.58,"13km WSW of Ludlow, CA",reviewed,0,102,ci,23.0,,0.13,91.0,ml,-116.2946667,34.6948333,3.384
54:51.4,2.7,"6km NNE of Yucca Valley, CA",reviewed,0,112,ci,25.0,,0.28,145.0,mh,-116.4065,34.1628333,-1.043
15:51.2,2.99,"13km WNW of Delta, B.C., MX",reviewed,0,138,ci,32.0,0.4031,0.49,214.0,ml,-115.3106667,32.4178333,6.006
34:10.9,3.9,"7km NNW of Pacoima, California",reviewed,0,234,ci,0.0,,0.307,35.3,ml,-118.478,34.336,10.127
04:18.3,2.2,"16km N of Joshua Tree, CA",reviewed,0,74,ci,0.0,,0.087,69.3,md,-116.329,34.282,3.54
45:48.4,2.1,Northern California,reviewed,0,68,nc,26.0,0.01622,0.06,36.0,md,-123.0585,39.1381667,4.992
43:25.9,3.25,Utah,reviewed,0,172,uu,15.0,0.2011,0.29,68.0,md,-113.1813333,37.4103333,13.77
33:16.4,3.01,"103km SE of Maneadero, B.C., MX",reviewed,0,139,ci,18.0,0.231,0.68,200.0,ml,-115.6858333,31.179,7.165
08:29.1,2.15,"7km E of Willits, California",reviewed,0,71,nc,33.0,0.209,0.04,52.0,md,-123.2728333,39.4133333,6.704
11:05.6,2.2,"8km NNE of Yucaipa, CA",reviewed,0,74,ci,35.0,,0.19,43.0,ml,-116.997,34.0935,2.631
47:45.4,2.85,"22km W of Progreso, B.C., MX",reviewed,0,125,ci,0.0,0.1187,0.344,204.1,ml,-115.818,32.559,3.25
22:51.2,2.56,Central California,reviewed,0,101,nc,44.0,0.07838,0.27,90.0,md,-121.0855,36.7386667,5.356
59:17.2,2.56,"20km SW of La Quinta, CA",reviewed,0,101,ci,0.0,,0.115,31.2,mh,-116.439,33.517,7.628
43:28.9,2.07,"19km SSE of Progreso, B.C., MX",reviewed,0,66,ci,18.0,0.2017,0.25,177.0,ml,-115.5433333,32.4138333,-0.052
33:55.9,2.65,Central California,reviewed,0,108,nc,17.0,0.05225,0.17,61.0,md,-121.4505,36.928,1.884
50:39.1,2.25,"12km NE of Barstow, California",reviewed,0,78,ci,0.0,,0.162,62.8,mc,-116.935,34.976,1.741
55:29.5,2.54,"38km ENE of Lucerne Valley, California",reviewed,0,99,ci,0.0,,0.176,62.3,mc,-116.586,34.58,3.115
28:32.9,2.07,"5km S of Ocotillo, CA",reviewed,0,66,ci,11.0,0.08605,0.19,182.0,ml,-115.9955,32.6868333,9.345
38:12.4,3.3,"5km NNW of San Jacinto, CA",reviewed,0,274,ci,91.0,0.02262,0.18,27.0,ml,-116.9856667,33.8251667,11.882
00:47.7,2.1,"5km NNE of Indio, CA",reviewed,0,68,ci,15.0,,0.21,112.0,mh,-116.1913333,33.765,4.39
24:51.1,2.06,"6km SSE of Bombay Beach, California",reviewed,0,65,ci,0.0,0.112,0.171,58.0,mc,-115.713,33.294,4.053
44:52.0,3.94,Central California,reviewed,0,249,nc,55.0,0.01802,0.1,79.0,mw,-121.1476667,35.6991667,7.002
59:38.2,2.6,"9km ENE of Delta, B.C., MX",reviewed,0,104,ci,0.0,0.341,0.379,212.6,mc,-115.102,32.386,6.0
24:35.6,2.96,"12km SSW of Salton City, CA",reviewed,0,135,ci,89.0,0.0887,0.2,35.0,ml,-115.9841667,33.1911667,8.255
17:24.0,2.4,"26km NNW of Kingman, AZ",reviewed,0,89,ci,7.0,1.192,0.21,292.0,mh,-114.1703333,35.3995,0.01
25:24.3,2.05,"8km ESE of Willits, California",reviewed,0,65,nc,33.0,0.1703,0.07,43.0,md,-123.2661667,39.3738333,-0.871
08:42.5,2.24,"20km S of Primm, NV",reviewed,0,77,ci,0.0,0.6612,0.1,260.8,mc,-115.369,35.438,5.09
17:05.6,3.22,"Long Valley area, California",reviewed,0,160,nc,8.0,0.02613,0.03,75.0,md,-118.9378333,37.64,2.346
58:29.8,2.0,"Mount St. Helens area, Washington",reviewed,0,62,uw,9.0,,0.01,94.0,md,-122.189,46.1995,-1.411
47:39.2,3.0,"19km NE of Olancha, CA",reviewed,0,140,ci,36.0,0.167,0.24,49.0,ml,-117.8341667,36.385,-0.07
36:43.6,2.6,Nevada,reviewed,0,104,nn,12.0,0.186,0.0955,141.68,ml,-118.2102,37.8326,3.1
27:49.6,2.21,"2km E of Muscoy, CA",reviewed,0,75,ci,0.0,,0.132,76.6,mc,-117.319,34.152,7.516
22:35.0,2.07,Northern California,reviewed,0,66,nc,29.0,0.05045,0.1,36.0,md,-122.7006667,38.5975,1.594
09:22.1,2.55,"3km ESE of San Clemente Is. (NW tip), CA",reviewed,0,100,ci,0.0,,0.051,138.9,mc,-118.578,33.022,5.765
32:41.2,2.75,"12km NNE of Petrolia, CA",reviewed,0,117,nc,26.0,0.08991,0.12,95.0,md,-124.2383333,40.4223333,26.35
06:37.3,2.02,Central California,reviewed,0,63,nc,10.0,0.09099,0.06,130.0,md,-118.4136667,37.5475,4.265
45:42.4,2.1,"14km E of Desert Hot Springs, California",reviewed,0,68,ci,0.0,,0.183,34.8,mc,-116.356,33.95,-0.691
43:09.2,2.31,"6km SW of Ocotillo, CA",reviewed,0,82,ci,0.0,,0.123,154.7,mc,-116.038,32.692,1.488
09:16.0,2.12,"12km NNE of Cabazon, CA",reviewed,0,69,ci,0.0,,0.137,85.2,mc,-116.736,34.014,9.546
23:50.6,2.21,"8km ENE of Mexicali, B.C., MX",reviewed,0,75,ci,10.0,0.1199,0.38,209.0,mc,-115.3933333,32.6938333,6.416
18:56.9,2.06,"15km NNE of Barstow, California",reviewed,0,65,ci,0.0,,0.14,62.2,mc,-116.959,35.024,7.298
08:55.8,2.02,Central California,reviewed,0,63,nc,36.0,0.07027,0.04,46.0,md,-121.1558333,36.5595,6.775
15:47.7,2.5,"46km WNW of Council, Idaho",reviewed,0,97,us,,0.268,1.13,49.0,ml,-116.9494,44.9417,3.57
04:22.7,2.8,"21km NNW of Desert Center, CA",reviewed,0,121,ci,27.0,0.04773,0.17,65.0,mh,-115.517,33.8806667,0.04
47:19.3,2.62,"49km WSW of Carlsbad, CA",reviewed,0,106,ci,0.0,,0.443,190.8,mc,-117.851,33.022,5.699
22:33.7,2.99,"13km SE of West Yellowstone, Montana",reviewed,0,138,uu,34.0,0.08183,0.15,38.0,ml,-110.965,44.5868333,8.6
21:35.4,2.72,"3km NE of Fontana, CA",reviewed,0,114,ci,54.0,0.01841,0.3,42.0,ml,-117.4375,34.118,3.718
38:35.4,2.43,"14km ESE of Little Lake, CA",reviewed,0,91,ci,22.0,0.06772,0.09,54.0,ml,-117.7556667,35.904,6.53
27:18.9,2.5,Central California,reviewed,0,96,nc,61.0,0.06486,0.08,44.0,md,-120.832,35.5566667,5.891
15:47.6,2.1,"70km ESE of Lakeview, Oregon",reviewed,0,68,nn,5.0,0.139,0.1226,142.48,ml,-119.631,41.8856,8.9
16:42.7,2.02,"6km S of Princeton, Canada",reviewed,0,63,uw,9.0,0.5948,0.3,220.0,ml,-120.5168333,49.4025,-0.54
02:35.3,2.19,Central California,reviewed,0,74,nc,30.0,0.2775,0.1,142.0,md,-120.255,36.2003333,6.262
09:56.3,2.18,"4km ENE of Ojai, California",reviewed,0,73,ci,61.0,0.05798,0.3,34.0,ml,-119.2005,34.4625,13.29
02:17.7,2.76,"37km WSW of Encinitas, CA",reviewed,0,117,ci,0.0,,0.342,163.4,mc,-117.677,32.963,5.515
20:09.0,5.8,"Vancouver Island, Canada region",reviewed,0,518,us,278.0,,,,mwb,-128.6,48.54,10.0
16:52.7,2.39,"10km NNW of Big Bear City, California",reviewed,0,88,ci,0.0,,0.155,42.3,mc,-116.892,34.343,-0.195
20:56.9,2.38,"4km SSE of Home Gardens, CA",reviewed,0,87,ci,0.0,,0.123,97.7,mc,-117.5,33.85,-0.386
47:28.7,2.35,Northern California,reviewed,0,85,nc,4.0,0.09369,0.01,142.0,md,-121.4026667,37.0968333,9.021
05:35.2,2.4,"5km NW of Boron, CA",reviewed,0,89,ci,12.0,,0.12,110.0,mh,-117.6808333,35.0325,0.01
26:19.5,2.24,Central California,reviewed,0,77,nc,42.0,0.03784,0.04,56.0,md,-118.8236667,37.5523333,7.499
32:48.2,2.96,"Long Valley area, California",reviewed,0,135,nc,11.0,0.08739,0.06,193.0,md,-118.9381667,37.641,3.516
30:47.5,2.4,"Mount St. Helens area, Washington",reviewed,0,89,uw,8.0,,0.06,95.0,md,-122.1868333,46.1978333,-1.804
12:21.2,3.0,"Long Valley area, California",reviewed,0,138,nc,5.0,0.08018,0.03,226.0,md,-118.9296667,37.649,3.291
34:36.1,2.19,"29km SSW of Ludlow, California",reviewed,0,74,ci,0.0,0.07614,0.147,58.1,ml,-116.272,34.476,7.328
15:57.2,2.44,"12km WNW of Calipatria, CA",reviewed,0,92,ci,36.0,0.00544,0.3,47.0,ml,-115.626,33.1785,1.343
28:10.0,2.67,"13km WSW of Delta, B.C., MX",reviewed,0,110,ci,23.0,0.2096,0.08,212.0,ml,-115.3236667,32.3131667,13.032
59:46.7,2.54,Northern California,reviewed,0,99,nc,11.0,0.06306,0.29,101.0,md,-122.3778333,38.8371667,-0.776
58:16.2,2.32,Northern California,reviewed,0,83,nc,51.0,0.009009,0.08,46.0,md,-122.7951667,38.8165,2.29
44:14.6,2.96,"17km NNE of Thousand Palms, California",reviewed,0,135,ci,0.0,0.08545,0.125,86.7,mc,-116.308,33.959,5.273
11:17.7,2.5,"21km NNW of Desert Center, CA",reviewed,0,96,ci,10.0,0.1434,0.15,123.0,mh,-115.5101667,33.8816667,0.04
35:34.3,2.1,"31km N of Yucca Valley, California",reviewed,0,68,ci,0.0,0.1315,0.108,165.6,mc,-116.467,34.389,2.267
28:30.0,2.57,"San Francisco Bay area, California",reviewed,0,102,nc,75.0,0.03694,0.06,51.0,md,-121.7371667,37.3086667,5.597
14:18.1,2.1,"18km WSW of Ludlow, CA",reviewed,0,68,ci,,,,,mh,-116.336,34.6451667,1.15
45:45.9,3.49,"71km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,187,ci,0.0,,0.268,244.1,mc,-115.84,31.943,5.681
50:21.9,2.87,"22km NNW of Desert Center, CA",reviewed,0,127,ci,0.0,0.05155,0.129,65.8,mh,-115.516,33.887,0.0
33:45.6,2.2,Oregon,reviewed,0,74,uw,11.0,0.1848,0.3,139.0,md,-120.2566667,42.0841667,0.285
52:10.7,2.16,Northern California,reviewed,0,72,nc,12.0,0.04505,0.05,98.0,md,-122.3101667,40.7488333,-0.814
21:24.4,2.29,"15km NNE of Independence, California",reviewed,0,81,ci,0.0,,0.205,169.8,mc,-118.154,36.933,4.017
43:13.1,2.86,Nevada,reviewed,0,126,uu,9.0,0.5059,0.35,174.0,md,-114.1071667,37.6731667,10.91
09:09.8,2.4,"8km W of Desert Hot Springs, CA",reviewed,0,89,ci,0.0,,0.085,42.8,mc,-116.584,33.968,6.768
03:02.3,2.07,"16km W of Ludlow, CA",reviewed,0,66,ci,15.0,0.1156,0.15,81.0,ml,-116.3368333,34.7141667,7.519
13:00.5,2.0,Northern California,reviewed,0,62,nc,4.0,0.09099,0.08,306.0,md,-121.6866667,40.5133333,2.488
18:39.9,2.38,"14km NNE of Guadalupe Victoria, B.C., MX",reviewed,0,87,ci,0.0,0.3377,0.352,214.9,mc,-115.05,32.405,5.98
42:10.4,2.17,Northern California,reviewed,0,72,nc,42.0,0.007207,0.07,51.0,md,-122.7536667,38.8316667,0.003
59:53.8,2.26,Northern California,reviewed,0,79,nc,10.0,0.1622,0.04,159.0,md,-121.4906667,40.7143333,17.9
12:10.9,2.97,"15km NNE of West Yellowstone, Montana",reviewed,0,138,uu,30.0,0.02945,0.14,69.0,ml,-111.0246667,44.7856667,10.49
28:46.1,2.07,Central California,reviewed,0,66,nc,59.0,0.02703,0.04,36.0,md,-121.3041667,36.6768333,6.106
47:47.0,2.3,"14km SE of Gardnerville Ranchos, Nevada",reviewed,0,81,nn,17.0,0.321,0.1486,67.08,ml,-119.6354,38.7856,6.3
09:48.9,2.7,"49km NNE of Enterprise, Oregon",reviewed,0,112,us,,0.218,0.54,241.0,ml,-116.9943,45.8288,3.44
48:50.1,2.05,"37km N of Yucca Valley, California",reviewed,0,65,ci,0.0,0.188,0.145,135.2,mc,-116.493,34.445,-0.469
20:52.6,2.32,"23km NNE of Kernville, CA",reviewed,0,83,ci,28.0,0.1846,0.19,196.0,mc,-118.3006667,35.938,-1.216
41:03.7,2.53,Central California,reviewed,0,98,nc,60.0,0.03243,0.06,56.0,md,-121.3086667,36.6821667,4.525
41:52.8,2.56,"38km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,101,ci,18.0,0.3832,0.38,196.0,ml,-115.5476667,32.0951667,11.043
01:43.9,2.21,Utah,reviewed,0,75,uu,9.0,0.1735,0.24,83.0,md,-111.2103333,39.4613333,1.43
52:31.1,2.25,Central California,reviewed,0,78,nc,28.0,0.1009,0.08,66.0,md,-120.2753333,36.1643333,9.907
43:03.0,3.47,"9km WNW of Greenville, California",reviewed,0,186,nc,30.0,0.01802,0.08,115.0,mw,-121.051,40.1793333,6.257
08:43.3,2.2,Washington,reviewed,0,74,uw,11.0,0.157,0.16,210.0,md,-120.5893333,45.8363333,9.601
30:15.2,2.3,Central California,reviewed,0,81,nc,46.0,0.06757,0.05,67.0,md,-118.8066667,37.484,5.718
45:11.2,2.56,"39km W of Alberto Oviedo Mota, B.C., MX",reviewed,0,101,ci,0.0,,0.468,214.2,mc,-115.58,32.225,5.783
03:52.3,2.3,Utah,reviewed,0,81,uu,26.0,0.07128,0.29,114.0,md,-113.1578333,41.1858333,7.89
49:41.7,2.45,"9km S of Malibu Beach, CA",reviewed,0,92,ci,19.0,0.1101,0.18,141.0,mh,-118.6903333,33.952,12.38
37:21.7,2.11,Utah,reviewed,0,68,uu,12.0,0.313,0.23,88.0,md,-111.136,39.3381667,4.77
35:23.0,2.25,"15km ESE of Anza, California",reviewed,0,78,ci,0.0,,0.15,29.5,ml,-116.514,33.516,1.091
19:28.1,2.33,Central California,automatic,0,84,nc,40.0,0.1027,0.13,49.0,md,-120.7733333,35.572,2.838
14:47.1,2.38,"28km SSW of Ocotillo Wells, CA",reviewed,0,87,ci,58.0,0.01853,0.24,55.0,ml,-116.2343333,32.905,7.049
07:03.2,2.54,"21km W of La Jolla, CA",reviewed,0,99,ci,0.0,,0.289,271.0,mc,-117.495,32.852,5.239
02:24.0,2.32,"7km WSW of Holtville, CA",reviewed,0,83,ci,0.0,0.07243,0.229,115.5,mh,-115.455,32.791,13.43
13:18.8,2.2,Washington,reviewed,0,74,uw,5.0,0.06085,0.05,116.0,md,-122.7698333,46.7095,-0.887
02:08.6,2.09,Northern California,reviewed,0,67,nc,10.0,0.145,0.05,122.0,md,-122.27,40.608,20.593
36:48.3,2.45,"15km SE of Anza, CA",reviewed,0,92,ci,58.0,,0.21,28.8,ml,-116.5436667,33.4793333,10.575
03:28.5,2.0,Northern California,reviewed,0,62,nc,7.0,0.06036,0.18,157.0,md,-122.3891667,38.8451667,-0.436
04:34.8,2.4,"2km E of Palomar Observatory, CA",reviewed,0,89,ci,0.0,,0.112,106.4,mc,-116.838,33.359,9.869
08:20.5,2.18,"15km W of Delta, B.C., MX",reviewed,0,73,ci,0.0,0.367,0.316,230.9,mc,-115.352,32.336,6.007
33:54.4,2.78,"12km ENE of Ridgecrest, CA",reviewed,0,119,ci,36.0,0.09378,0.16,58.0,ml,-117.5643333,35.6731667,3.334
17:24.6,2.17,"9km NE of Coso Junction, California",reviewed,0,72,ci,0.0,,0.196,156.8,mc,-117.886,36.11,0.563
52:22.4,2.21,"9km ENE of Imperial, CA",reviewed,0,75,ci,4.0,0.575,0.18,175.0,mh,-115.4823333,32.8775,6.0
18:39.0,2.71,"14km NW of Ludlow, California",reviewed,0,113,ci,0.0,,0.186,60.4,ml,-116.279,34.798,3.671
31:28.5,2.79,Utah,reviewed,0,120,uu,27.0,0.08109,0.13,49.0,ml,-111.7296667,41.0251667,9.85
16:38.9,2.29,"36km ENE of Big Bear City, California",reviewed,0,81,ci,0.0,,0.106,66.3,mc,-116.517,34.432,0.509
07:32.7,2.2,Washington,reviewed,0,74,uw,5.0,,0.14,144.0,md,-117.4488333,47.7308333,-0.112
23:52.1,2.13,"7km S of Mentone, CA",reviewed,0,72,ci,82.0,0.02902,0.17,31.0,ml,-117.1296667,34.0101667,12.66
47:35.8,2.11,"11km SW of Morongo Valley, CA",reviewed,0,68,ci,0.0,,0.081,60.3,mh,-116.651,33.972,3.057
59:18.4,2.45,"94km ESE of Maneadero, B.C., MX",reviewed,0,92,ci,0.0,,0.586,328.4,mc,-115.64,31.414,5.925
46:15.3,2.47,"3km ENE of Yucca Valley, California",reviewed,0,94,ci,0.0,,0.182,67.5,mc,-116.397,34.121,0.257
23:38.1,3.07,Central California,reviewed,0,145,nc,67.0,0.01441,0.06,32.0,md,-121.18,36.5861667,3.017
34:47.3,2.25,"14km S of Joshua Tree, California",reviewed,0,78,ci,0.0,0.09038,0.17,36.2,ml,-116.319,34.011,4.824
33:27.7,2.4,northern Idaho,reviewed,0,89,uw,11.0,0.7948,0.48,228.0,md,-116.9493333,47.4785,1.45
09:50.1,2.04,"10km ENE of Barstow, California",reviewed,0,64,ci,0.0,,0.072,143.6,mc,-116.924,34.939,-0.772
57:01.2,2.46,"44km WSW of Carlsbad, CA",reviewed,0,93,ci,0.0,,0.303,188.9,mc,-117.77,32.972,5.756
24:40.5,4.8,off the coast of Oregon,reviewed,0,354,us,61.0,,1.26,191.5,mb,-126.967,43.327,10.0
08:27.0,2.41,Central California,reviewed,0,89,nc,76.0,0.04595,0.06,38.0,md,-121.143,36.5493333,6.651
41:52.8,2.97,"22km NNW of Joshua Tree, CA",reviewed,0,136,ci,47.0,0.1087,0.25,47.0,ml,-116.3671667,34.3325,1.96
57:45.4,2.28,Northern California,reviewed,0,80,nc,9.0,0.5937,0.05,276.0,md,-120.5921667,39.6713333,4.675
14:55.7,2.32,"29km WSW of Vandenberg Air Force Base, California",reviewed,0,83,ci,0.0,,0.186,248.8,mc,-120.803,34.633,12.938
28:46.2,2.0,Washington,reviewed,0,62,uw,43.0,0.07497,0.21,44.0,md,-121.9216667,46.9171667,12.766
25:50.4,2.46,"10km SSE of Lucerne Valley, California",reviewed,0,93,ci,0.0,,0.166,52.7,mc,-116.923,34.359,-0.121
47:28.1,2.2,"33km NNW of Dixon Lane-Meadow Creek, CA",reviewed,0,74,ci,3.0,1.271,0.42,319.0,ml,-118.5836667,37.6475,6.0
05:23.9,2.26,"10km S of Idyllwild, CA",reviewed,0,79,ci,64.0,0.04807,0.23,39.0,ml,-116.7258333,33.6481667,14.267
47:17.8,2.25,"20km N of San Clemente Is. (NW tip), CA",reviewed,0,78,ci,0.0,,0.369,172.0,mc,-118.617,33.21,5.682
37:50.5,2.0,"52km WNW of Tonopah, Nevada",automatic,0,62,nn,27.0,0.05,0.1,63.12,ml,-117.7923,38.2303,8.6
